id,severity,confidence,category,root_cause_candidate,file,line_start,line_end,symbol,description,evidence,reproduction,impact,recommended_fix,regression_test,status,reviewer,tools_used,adjudicacao
F-489,LOW,CONFIRMED,rate-limit-regression,,app/routers/ai.py,24,333,_ai_limiter,"A second SlowAPI Limiter instance is created here, precisely the defect app/limiter.py was written to eliminate","_ai_limiter = Limiter(key_func=get_remote_address) at 24 and @_ai_limiter.limit(""20/minute"") at 333 while app/main.py:83 sets app.state.limiter to the other one",,This instance never receives init_app so it ignores app-level config and keeps its own in-process MemoryStorage; the 20/min ceiling on the most expensive endpoint becomes 20-per-worker and cannot be centrally moved to shared storage,Import limiter from app.limiter and delete the local instance,,ADDRESSED_UNVERIFIED,A07-ai,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-490,LOW,CONFIRMED,log-info-disclosure,,app/routers/ai.py,279,282,download_file,A failed download logs the COMPLETE contents of the shared uploads directory at ERROR level,"logger.error(f""[DOWNLOAD] Conteudo de uploads/: {os.listdir(UPLOAD_DIR)}"") inside a try/except pass; line 292 additionally prints the absolute server path of every successful download",,"Filenames encode report subjects for all users, so logs accumulate a cross-user index of generated artifacts","Drop the listdir logging or gate it on development, and remove the print",,OPEN,A07-ai,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-491,LOW,CONFIRMED,error-handling,,app/routers/analytics.py,121,127,get_detailed_reports,"Missing the start_date > end_date guard its sibling endpoint has, and l.created_at.strftime assumes a non-null column",no equivalent of analytics.py:32-33; line 159 uses created_at.strftime with created_at nullable in models/lead.py:41,,Inverted ranges return an empty report with no explanation instead of 400; a NULL created_at gives a 500,Copy the range validation from /dashboard and guard null created_at,,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-492,LOW,CONFIRMED,csrf,,app/routers/auth.py,102,106,logout,"POST /api/auth/logout requires no authentication and no CSRF token and the cookie is SameSite=Lax, so it is a free forced-logout endpoint","@router.post(""/logout"") with no Depends; samesite=lax does not block same-site cross-origin POSTs from conversas.* or n8n.*",,"Nuisance denial of session: the n8n instance, which executes user-authored workflows, can log CRM users out at will",Require authentication on logout and validate an anti-CSRF token or Origin,,ADDRESSED_UNVERIFIED,A02-auth,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-493,LOW,CONFIRMED,robustness,,app/routers/leads.py,44,46,_cursor_encode,"Assumes created_at is never NULL, unlike the analogous helper in pipeline.py which explicitly guards it; Lead.created_at is nullable in the DDL and conversas writes to this table with raw SQL","base64(f""{lead.created_at.isoformat()}|{lead.id}"") vs pipeline.py:310-320 which returns None when updated_at is None, with a comment about rows inserted by direct SQL",,A single lead row with NULL created_at turns the whole leads listing into a 500 at the cursor step; currently latent because conversas/app/services/crm.py:190-194 does set created_at NOW(),Mirror the pipeline.py guard or make the column nullable=False,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-494,LOW,CONFIRMED,observability,,app/routers/operational_boards.py,37,41,"all routers, generic except Exception",Every route ends in a bare except Exception that discards the exception and returns a fixed message with no logging; several bind e and never use it,"except Exception as e: raise HTTPException(500, fixed message) at 37-41, 61-66, 83-87, 108-113, 132-137, 159-163, 177-188, 205-214, 228-238 and in all seven sibling routers; app/main.py registers no global exception handler",,Every failure mode above surfaces as an identical untraceable 500 with no stack trace anywhere,logger.exception before raising the sanitized HTTPException,,OPEN,A06-operational,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-495,LOW,CONFIRMED,ux-regression,,app/routers/pages.py,322,387,dashboard_page and 8 others,"Only /gestao/pendencias forwards the requested path as ?next=; the other nine protected pages drop it, so an expired session always lands on /hub instead of the requested page","page_login_redirect(request) at 326,334,342,350,358,366,373,379,386 vs page_login_redirect(request, ""/gestao/pendencias"") at 318; login.js:6-10,46,117 does honour and sanitise next",,Deep links from conversas into /pipeline or /leads lose their destination whenever the cookie has expired,Pass request.url.path as next_url in all of them,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-496,LOW,CONFIRMED,inconsistent-contract,,app/routers/pipeline.py,450,457,get_stage_cards,"An invalid or forged cursor is SILENTLY ignored and the first page returned, whereas the equivalent code in leads.py raises 400","_cursor_decode returns None on failure (323-329); leads.py:49-58 raises HTTPException(400, ""Cursor invalido"") for the same condition",,A client with a corrupted cursor silently restarts pagination from the top and re-renders duplicates instead of getting a handleable error,Align the two behaviours and document which,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-497,LOW,CONFIRMED,error-handling,,app/routers/pipeline.py,620,621,move_lead_stage,"The funnel lookup result is dereferenced without a None check, so a missing funnel produces an AttributeError 500 instead of 404",funnel = ...first() immediately followed by funnel.etapas; transfer_lead has the same unguarded old_funnel.nome at 686/691 while remove_lead_from_funnel at 725-729 DOES guard it,,"Reachable if the FK is not enforced (SQLite without the PRAGMA, or a schema created without the constraint); inconsistent with defensive handling three functions away",Add the 404 check get_funnel already uses,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-498,LOW,CONFIRMED,inconsistent-contract,,app/routers/segments.py,353,356,get_segment_leads,Returns LeadListResponse without has_more/next_cursor so the schema defaults has_more=False even when more pages exist,schemas/lead.py:196-197 declare the defaults; leads.py:415-421 correctly computes has_more; preview_segment repeats the omission at 388-391,,A frontend that trusts has_more stops paging a segment after the first page,Set has_more = skip + len(leads) < total in both,,OPEN,A04-routers,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-499,LOW,CONFIRMED,authorization,,app/routers/tags.py,62,91,create_tag/update_tag,Tag creation and renaming are open to any authenticated user while DELETION requires admin - an inconsistent gate on the same global resource,get_current_user on create (65) and update (90) vs require_admin on delete (118),,"Any account including an n8n API key can rename a tag referenced by saved segments (tag_ids in models/segment.py:32) and by every lead card, changing what those segments visibly mean",One policy for the tag vocabulary across all three verbs,,ADDRESSED_UNVERIFIED,A04-routers,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-500,LOW,CONFIRMED,duplicate-creation,,app/routers/teams.py,205,215,create_team,"No uniqueness check and no unique constraint on the team name, unlike every sibling resource","Team(nome=data.nome) with Column(String(100), nullable=False) and no unique=True, while tags, funnels, segments and users all check",,Repeated POSTs create indistinguishable teams; membership becomes ambiguous in the UI selector,Unique constraint on teams.nome plus the 409,,OPEN,A04-routers,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-501,LOW,CONFIRMED,validation-gap,,app/routers/teams.py,276,281,set_team_members,"Silently drops unknown user ids instead of reporting them, and the response count masks the discrepancy","users = query.filter(User.id.in_(user_ids)).all(); team.users = users; return f""Equipe atualizada com {len(users)} membros"" - tags.py:153-157 handles the same case correctly by raising 404 with the missing ids",,"An admin submitting 10 ids of which 3 are stale sees ""7 membros"" and must notice the number themselves",Reuse the tags.py pattern,,OPEN,A04-routers,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-502,LOW,CONFIRMED,inconsistent-guard,,app/routers/users.py,158,159,update_user,"delete_user explicitly forbids self-deactivation but update_user applies is_active and role from the body with no such check, so the same action is reachable through the other verb",the setattr loop with is_active: Optional[bool] and role: Optional[str] in schemas/user.py:40-41 vs users.py:181-185 which raises 400 on self-deactivation,,The last admin can demote or deactivate themselves via PUT and lock every admin route out of the system,Apply the self-modification guard in update_user and refuse to demote the last remaining admin,,RESOLVED,A04-routers,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
F-503,LOW,MEDIUM,nullability,,app/schemas/pipeline.py,129,129,HistoryResponse.dados,"Response field is a NON-optional dict over a NULLABLE column, so a single NULL row 500s the whole history endpoint","dados: dict = {} versus models/pipeline.py:68 Column(JSON, default=dict) nullable with a Python-side default only",,The lead-history list fails ENTIRELY rather than degrading for one row,"Optional[dict] = None, or server_default on the column",,OPEN,A03-models,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
